,dire_name,dire_score,dire_team_id,duration,league_name,leagueid,match_id,radiant_name,radiant_score,radiant_team_id,radiant_win,series_id,series_type,start_time
529,CDEC Gaming,17,1520578.0,2356,World Cyber Arena 2017 China Qualifiers,5582,3499115506,Rock Gaming,18,3349045.0,False,169439.0,1.0,1507895689
530,ULrica-,11,2022218.0,1632,Dota 2 Professional League 2016,4920,3499078379,Team Braveheart,31,1983234.0,True,169437.0,1.0,1507894348
531,Rock Gaming,10,3349045.0,1750,World Cyber Arena 2017 China Qualifiers,5582,3499029593,CDEC Gaming,29,1520578.0,True,169439.0,1.0,1507892489
532,compLexity Gaming,36,3.0,3285,SL i-League Invitational Season 3,5579,3499021213,Newbee,26,1375614.0,False,169431.0,1.0,1507892160
533,ULrica-,16,2022218.0,1619,Dota 2 Professional League 2016,4920,3499005245,Team Braveheart,24,1983234.0,True,169437.0,1.0,1507891535
534,compLexity Gaming,26,3.0,1790,SL i-League Invitational Season 3,5579,3498943075,Newbee,16,1375614.0,False,169431.0,1.0,1507888930
535,VGJ Thunder,29,5027210.0,1747,World Cyber Arena 2017 China Qualifiers,5582,3498937877,TEAM MAX,13,3325252.0,False,169424.0,1.0,1507888704
536,Yuki,11,5076377.0,1365,Dota 2 Professional League 2016,4920,3498922045,Team VDuoBao,19,2208748.0,True,169426.0,1.0,1507888011
537,Team VDuoBao,21,2208748.0,1093,Dota 2 Professional League 2016,4920,3498871617,Yuki,6,5076377.0,False,169426.0,1.0,1507885819
538,TEAM MAX,16,3325252.0,1846,World Cyber Arena 2017 China Qualifiers,5582,3498864995,VGJ Thunder,25,5027210.0,True,169424.0,1.0,1507885531
539,ULrica-,8,2022218.0,1494,Dota 2 Professional League 2016,4920,3498783576,Vici Gaming Potential,23,2833354.0,True,169414.0,1.0,1507881878
540,ULrica-,19,2022218.0,2836,Dota 2 Professional League 2016,4920,3498697474,Vici Gaming Potential,29,2833354.0,True,169414.0,1.0,1507877725
541,ThePrime.NND,35,3262512.0,1924,ProDotA Cup Series,5562,3498676918,Phoenix,19,5006060.0,False,169400.0,1.0,1507876698
542,Team Waooo,28,4997871.0,1775,Dota 2 Professional League 2016,4920,3498634333,SC,22,4817847.0,False,169397.0,1.0,1507874492
543,ThePrime.NND,38,3262512.0,3261,ProDotA Cup Series,5562,3498586387,Phoenix,29,5006060.0,False,169400.0,1.0,1507871855
544,Team Waooo,27,4997871.0,1888,Dota 2 Professional League 2016,4920,3498569145,SC,14,4817847.0,False,169397.0,1.0,1507870862
545,Team Liquid,31,2163.0,1919,SL i-League Invitational Season 3,5579,3497871676,SG e-sports team,11,3715574.0,False,169265.0,1.0,1507826158
546,SG e-sports team,12,3715574.0,1619,SL i-League Invitational Season 3,5579,3497783131,Team Liquid,32,2163.0,True,169265.0,1.0,1507822775
547,Team Buriza,29,3927252.0,3199,ESL India Premiership - 2017 Edition,5407,3497736028,Akatsuki,41,3846296.0,True,0.0,0.0,1507821340
548,Team HighGround,34,3260216.0,2030,ProDotA Cup Series,5562,3497726311,Genesis,29,4326237.0,False,169242.0,1.0,1507820808
549,Team Liquid,24,2163.0,1270,SL i-League Invitational Season 3,5579,3497644587,Mineski.YDB,7,543897.0,False,169226.0,1.0,1507818066
550,ULrica-,49,2022218.0,2553,Dota 2 Professional League 2016,4920,3497638155,Yuki,28,5076377.0,False,169237.0,1.0,1507817869
551,Team HighGround,38,3260216.0,2420,ProDotA Cup Series,5562,3497609020,Genesis,37,4326237.0,False,169242.0,1.0,1507816971
552,ThePrime.NND,57,3262512.0,3213,ProDotA Cup Series,5562,3497600703,The Mongolz,46,1276785.0,False,169228.0,1.0,1507816701
553,Akatsuki,35,3846296.0,2670,ESL India Premiership - 2017 Edition,5407,3497598697,xRG Gaming,24,1732138.0,False,0.0,0.0,1507816835
554,Yuki,31,5076377.0,1833,Dota 2 Professional League 2016,4920,3497545695,ULrica-,11,2022218.0,False,169237.0,1.0,1507814894
555,ThePrime.NND,37,3262512.0,1835,ProDotA Cup Series,5562,3497499387,The Mongolz,19,1276785.0,False,169228.0,1.0,1507813397
556,Mineski.YDB,20,543897.0,2659,SL i-League Invitational Season 3,5579,3497486752,Team Liquid,21,2163.0,True,169226.0,1.0,1507812987
557,Team Buriza,47,3927252.0,1964,ESL India Premiership - 2017 Edition,5407,3497477178,~White Shadows~,12,4819256.0,False,0.0,0.0,1507812798
558,ForTheDream,26,5000254.0,1863,World Cyber Arena 2017 China Qualifiers,5582,3497436344,VGJ Thunder,18,5027210.0,False,169214.0,1.0,1507811340
559,We.are.young,36,2414475.0,2275,Dota 2 Professional League 2016,4920,3497435515,Team Braveheart,27,1983234.0,False,169217.0,1.0,1507811312
560,We.are.young,23,2414475.0,2280,Dota 2 Professional League 2016,4920,3497339411,Team Braveheart,23,1983234.0,False,169217.0,1.0,1507807872
561,Happy Feet,23,3725701.0,1987,ProDotA Cup Series,5562,3497337001,Entity Gaming,28,4369633.0,True,169208.0,1.0,1507807778
562,~White Shadows~,47,4819256.0,3403,ESL India Premiership - 2017 Edition,5407,3497322750,Buriza Youth ,52,4704920.0,False,0.0,0.0,1507807301
563,Vici Gaming,13,726228.0,2347,SL i-League Invitational Season 3,5579,3497321153,SG e-sports team,31,3715574.0,True,169207.0,1.0,1507807170
564,ForTheDream,30,5000254.0,2224,World Cyber Arena 2017 China Qualifiers,5582,3497316719,VGJ Thunder,12,5027210.0,False,169214.0,1.0,1507806996
565,Sweet Original Name,21,5041761.0,2378,AEF Season 2,5491,3497292781,Mavericks,39,2061104.0,True,169197.0,1.0,1507806216
566,Entity Gaming,19,4369633.0,2145,ProDotA Cup Series,5562,3497246460,Happy Feet,44,3725701.0,True,169208.0,1.0,1507804083
567,Invictus Gaming,19,5.0,1547,World Cyber Arena 2017 China Qualifiers,5582,3497238141,Rock Gaming,9,3349045.0,False,169203.0,1.0,1507803729
568,IM Ridiculously Strong,16,4997833.0,1656,AEF Season 2,5491,3497234951,Skatemasters,29,4593848.0,True,169200.0,1.0,1507803675
569,Eclipse,34,4425650.0,3226,Dota 2 Professional League 2016,4920,3497228158,SC,50,4817847.0,False,169204.0,1.0,1507803305
570,Signify,35,4426165.0,1657,ESL India Premiership - 2017 Edition,5407,3497226047,Akatsuki,10,3846296.0,False,0.0,0.0,1507803237
571,Vici Gaming,14,726228.0,2620,SL i-League Invitational Season 3,5579,3497210298,SG e-sports team,28,3715574.0,True,169207.0,1.0,1507802521
572,Sweet Original Name,20,5041761.0,2538,AEF Season 2,5491,3497209887,Mavericks,32,2061104.0,True,169197.0,1.0,1507802501
573,Dan Schneider,52,5075377.0,2777,AEF Season 2,5491,3497186709,Team Question,37,4917125.0,True,169198.0,1.0,1507801594
574,SC,19,4817847.0,2107,Dota 2 Professional League 2016,4920,3497158478,Eclipse,19,4425650.0,True,169204.0,1.0,1507800180
575,Invictus Gaming,34,5.0,3396,World Cyber Arena 2017 China Qualifiers,5582,3497133842,Rock Gaming,30,3349045.0,False,169203.0,1.0,1507799057
576,Alpha Red,18,5031582.0,1507,ProDotA Cup Series,5562,3497131400,New Beginning,30,5076975.0,True,169201.0,1.0,1507798944
577,Skatemasters,44,4593848.0,3249,AEF Season 2,5491,3497130005,IM Ridiculously Strong,34,4997833.0,False,169200.0,1.0,1507799067
578,Dan Schneider,14,5075377.0,1475,AEF Season 2,5491,3497126957,Team Question,23,4917125.0,True,169198.0,1.0,1507798809
579,Sweet Original Name,19,5041761.0,2529,AEF Season 2,5491,3497124863,Mavericks,23,2061104.0,False,169197.0,1.0,1507798796
580,CAVALRY,13,3258149.0,1273,Dota 2 Professional League 2016,4920,3497098446,ForTheDream,31,5000254.0,True,169191.0,1.0,1507797409
581,Team Buriza,45,3927252.0,3616,ESL India Premiership - 2017 Edition,5407,3497087308,Aggressive 5,33,2714312.0,True,0.0,0.0,1507796954
582,New Beginning,34,5076975.0,2052,ProDotA Cup Series,5562,3497051319,Alpha Red,25,5031582.0,False,169195.0,1.0,1507795128
583,Buriza Youth ,11,4704920.0,1947,ESL India Premiership - 2017 Edition,5407,3497019366,Akatsuki,31,3846296.0,True,0.0,0.0,1507793505
584,ForTheDream,41,5000254.0,2728,Dota 2 Professional League 2016,4920,3497015029,CAVALRY,30,3258149.0,False,169191.0,1.0,1507793286
585,Team VDuoBao,38,2208748.0,2669,Dota 2 Professional League 2016,4920,3496925378,Team Waooo,36,4997871.0,False,169181.0,1.0,1507788469
586,~White Shadows~,5,4819256.0,1487,ESL India Premiership - 2017 Edition,5407,3496906573,Signify,26,4426165.0,True,0.0,0.0,1507787439
587,Team VDuoBao,33,2208748.0,2888,Dota 2 Professional League 2016,4920,3496856096,Team Waooo,35,4997871.0,True,169181.0,1.0,1507784492
588,xRG Gaming,17,1732138.0,1654,ESL India Premiership - 2017 Edition,5407,3496841517,Team Buriza,37,3927252.0,True,0.0,0.0,1507783667
589,Ten Twenty,37,4424013.0,2659,ProDotA Cup Series,5562,3495930168,Happy Feet,42,3725701.0,True,169064.0,1.0,1507731752
590,Newbee.Young,34,1951061.0,2196,Dota 2 Professional League 2016,4920,3495903252,ULrica-,19,2022218.0,False,169039.0,1.0,1507730904
591,CDEC Gaming,32,1520578.0,2431,World Cyber Arena 2017 China Qualifiers,5582,3495890917,Eclipse,22,4425650.0,False,169061.0,1.0,1507730501
592,Happy Feet,30,3725701.0,2290,ProDotA Cup Series,5562,3495810578,Ten Twenty,27,4424013.0,False,169046.0,1.0,1507727940
593,Newbee.Young,48,1951061.0,2502,Dota 2 Professional League 2016,4920,3495787622,ULrica-,18,2022218.0,False,169039.0,1.0,1507727212
594,CDEC Gaming,25,1520578.0,2951,World Cyber Arena 2017 China Qualifiers,5582,3495751263,Eclipse,15,4425650.0,False,169036.0,1.0,1507726045
595,Eclipse,21,4425650.0,2146,World Cyber Arena 2017 China Qualifiers,5582,3495647392,CDEC Gaming,8,1520578.0,False,169027.0,1.0,1507722466
596,SC,33,4817847.0,2751,Dota 2 Professional League 2016,4920,3495640906,Yuki,47,5076377.0,True,169019.0,1.0,1507722222
597,Phoenix,11,5006060.0,949,ProDotA Cup Series,5562,3495606276,The Mongolz,28,1276785.0,True,169015.0,1.0,1507720908
598,Yuki,24,5076377.0,2191,Dota 2 Professional League 2016,4920,3495551618,SC,15,4817847.0,False,169019.0,1.0,1507718729
599,The Mongolz,32,1276785.0,1060,ProDotA Cup Series,5562,3495535908,Phoenix,13,5006060.0,False,169015.0,1.0,1507718067
600,Generation of Miracles,28,5063723.0,1653,AEF Season 2,5491,3495486316,Fox Gaming,11,4001424.0,False,169008.0,1.0,1507715904
601,We.are.young,8,2414475.0,1653,World Cyber Arena 2017 China Qualifiers,5582,3495473381,TEAM MAX,18,3325252.0,True,169007.0,1.0,1507715328
602,LYG.Gaming,24,3346336.0,2197,Dota 2 Professional League 2016,4920,3495466336,CAVALRY,16,3258149.0,False,169005.0,1.0,1507715013
603,Happy Feet,6,3725701.0,1438,ProDotA Cup Series,5562,3495438321,Genesis,29,4326237.0,True,169001.0,1.0,1507713737
604,Generation of Miracles,34,5063723.0,1792,AEF Season 2,5491,3495420139,Fox Gaming,16,4001424.0,False,169008.0,1.0,1507712890
605,We.are.young,3,2414475.0,1256,World Cyber Arena 2017 China Qualifiers,5582,3495415703,TEAM MAX,30,3325252.0,True,169007.0,1.0,1507712686
606,LYG.Gaming,28,3346336.0,1707,Dota 2 Professional League 2016,4920,3495403394,CAVALRY,13,3258149.0,False,169005.0,1.0,1507712110
607,Happy Feet,36,3725701.0,2742,ProDotA Cup Series,5562,3495349751,Genesis,34,4326237.0,False,169001.0,1.0,1507709530
608,LYG.Gaming,6,3346336.0,1695,Dota 2 Professional League 2016,4920,3495311476,Vici Gaming Potential,28,2833354.0,True,168995.0,1.0,1507707573
609,LYG.Gaming,20,3346336.0,2568,Dota 2 Professional League 2016,4920,3495242720,Vici Gaming Potential,27,2833354.0,True,168995.0,1.0,1507703851
610,Rock Gaming,21,3349045.0,1823,Dota 2 Professional League 2016,4920,3495179289,We.are.young,11,2414475.0,False,168992.0,1.0,1507700164
611,Rock Gaming,16,3349045.0,885,Dota 2 Professional League 2016,4920,3495146343,We.are.young,1,2414475.0,False,168992.0,1.0,1507698182
612,SFTe-SPORTS,42,5011202.0,1959,ProDotA Cup Series,5562,3494719762,x-bet.co,24,3888404.0,False,168947.0,1.0,1507665119
613,x-bet.co,17,3888404.0,2753,ProDotA Cup Series,5562,3494646611,SFTe-SPORTS,36,5011202.0,True,168947.0,1.0,1507661246
614,M19,32,4429098.0,2034,WellPlay Invitational by VitalBet,4669,3494440498,Double Dimension,13,4592777.0,False,168882.0,1.0,1507652424
615,The Brestomans,26,4992601.0,1625,ProDotA Cup Series,5562,3494361993,Clavis Aurea,34,4647623.0,True,168886.0,1.0,1507649460
616,Double Dimension,29,4592777.0,2592,WellPlay Invitational by VitalBet,4669,3494333051,M19,35,4429098.0,True,168882.0,1.0,1507648436
617,Yuki,15,5076377.0,2242,Dota 2 Professional League 2016,4920,3494276380,We.are.young,34,2414475.0,True,168858.0,1.0,1507646522
618,Team Raaz,39,4673671.0,1894,ProDotA Cup Series,5562,3494213557,TEAMMORIARTY,16,3653540.0,False,168865.0,1.0,1507644481
619,Yuki,27,5076377.0,2061,Dota 2 Professional League 2016,4920,3494167102,We.are.young,12,2414475.0,False,168858.0,1.0,1507642988
620,Rock Gaming,37,3349045.0,1916,Dota 2 Professional League 2016,4920,3494068578,Newbee.Young,13,1951061.0,False,168828.0,1.0,1507639834
621,No Lich Gaming,38,5048783.0,2917,AEF Season 2,5491,3494041306,Robot House,40,5047756.0,False,168843.0,1.0,1507638928
622,CDEC Gaming,22,1520578.0,2472,World Cyber Arena 2017 China Qualifiers,5582,3494040673,ForTheDream,37,5000254.0,True,168825.0,1.0,1507638904
623,Newbee.Young,32,1951061.0,2824,Dota 2 Professional League 2016,4920,3493951694,Rock Gaming,20,3349045.0,False,168828.0,1.0,1507635759
624,No Lich Gaming,16,5048783.0,1751,AEF Season 2,5491,3493948513,Robot House,27,5047756.0,True,0.0,0.0,1507635641
625,ForTheDream,31,5000254.0,2711,WCA Tournament Platform Classic,5418,3493916568,CDEC Gaming,32,1520578.0,False,168825.0,1.0,1507634429
626,Equinox,35,4985808.0,2586,AEF Season 2,5491,3493890399,Thunder Chickens,13,4914257.0,False,168824.0,1.0,1507633483
627,SC,7,4817847.0,1579,Dota 2 Professional League 2016,4920,3493873201,We.are.young,29,2414475.0,True,168822.0,1.0,1507632683
628,Tempest,17,5029857.0,1900,AEF Season 2,5491,3493843675,Greedy Goblins,16,4958284.0,True,168820.0,1.0,1507631421
629,No Lich Gaming,26,5048783.0,2886,AEF Season 2,5491,3493835843,Robot House,43,5047756.0,False,0.0,0.0,1507631085
630,Eclipse,11,4425650.0,1766,World Cyber Arena 2017 China Qualifiers,5582,3493823268,VGJ Thunder,23,5027210.0,True,168819.0,1.0,1507630533
631,Equinox,39,4985808.0,2520,AEF Season 2,5491,3493799821,Thunder Chickens,11,4914257.0,False,168824.0,1.0,1507629520
632,We.are.young,22,2414475.0,2676,Dota 2 Professional League 2016,4920,3493780222,SC,41,4817847.0,True,168822.0,1.0,1507628613
633,Greedy Goblins,35,4958284.0,2208,AEF Season 2,5491,3493763768,Tempest,18,5029857.0,False,168820.0,1.0,1507627878
634,Eclipse,14,4425650.0,1995,World Cyber Arena 2017 China Qualifiers,5582,3493733583,VGJ Thunder,23,5027210.0,True,168819.0,1.0,1507626495
635,Thunder Chickens,38,4914257.0,2252,AEF Season 2,5491,3493730699,Equinox,19,4985808.0,False,168818.0,1.0,1507626389
636,Team VDuoBao,29,2208748.0,1505,Dota 2 Professional League 2016,4920,3493712435,CAVALRY,7,3258149.0,False,168812.0,1.0,1507625526
637,Team VDuoBao,46,2208748.0,3282,Dota 2 Professional League 2016,4920,3493616866,CAVALRY,30,3258149.0,False,168812.0,1.0,1507621021
638,Yuki,41,5076377.0,3318,Dota 2 Professional League 2016,4920,3493511995,LYG.Gaming,35,3346336.0,True,168799.0,1.0,1507615545
639,Yuki,14,5076377.0,2276,Dota 2 Professional League 2016,4920,3493447866,LYG.Gaming,30,3346336.0,True,168799.0,1.0,1507611839
640,No Creativity,16,4988859.0,3091,ProDotA Cup Series,5562,3493059128,Gambit Esports,35,4425117.0,True,168731.0,1.0,1507583095
641,No Creativity,36,4988859.0,2327,ProDotA Cup Series,5562,3492999254,Gambit Esports,14,4425117.0,False,168731.0,1.0,1507579119
642,Vega Squadron,30,2006913.0,2643,DreamLeague season 7,5336,3492992150,Virtus.pro,34,1883502.0,True,168737.0,1.0,1507578689
643,Vega Squadron,16,2006913.0,2147,DreamLeague season 7,5336,3492923816,Virtus.pro,27,1883502.0,True,168737.0,1.0,1507575002
644,No Creativity,27,4988859.0,3370,ProDotA Cup Series,5562,3492906848,Gambit Esports,27,4425117.0,True,168731.0,1.0,1507574165
645,Vega Squadron,20,2006913.0,2198,DreamLeague season 7,5336,3492820352,Team Empire,45,46.0,True,168690.0,1.0,1507570202
646,Team Empire,27,46.0,1755,DreamLeague season 7,5336,3492739583,Vega Squadron,10,2006913.0,False,168690.0,1.0,1507566791
647,Saiyan,49,5075819.0,2611,ProDotA Cup Series,5562,3492710990,Double Dimension,37,4592777.0,False,168674.0,1.0,1507565595
648,Double Dimension,24,4592777.0,2421,ProDotA Cup Series,5562,3492611518,Saiyan,40,5075819.0,True,168674.0,1.0,1507561899
649,ForTheDream,35,5000254.0,1688,Dota 2 Professional League 2016,4920,3492574767,Team Braveheart,22,1983234.0,False,168654.0,1.0,1507560631
650,Clavis Aurea,30,4647623.0,2185,ProDotA Cup Series,5562,3492497126, iPlay Gaming,56,3412116.0,True,168094.0,1.0,1507558058
651,ForTheDream,21,5000254.0,2898,Dota 2 Professional League 2016,4920,3492444865,Team Braveheart,32,1983234.0,True,168654.0,1.0,1507556365
652,Rock Gaming,29,3349045.0,1912,World Cyber Arena 2017 China Qualifiers,5582,3492365615,We.are.young,9,2414475.0,False,168638.0,1.0,1507553803
653,LYG.Gaming,11,3346336.0,2722,Dota 2 Professional League 2016,4920,3492315698,SC,21,4817847.0,True,168631.0,1.0,1507552132
654,Rock Gaming,35,3349045.0,1902,World Cyber Arena 2017 China Qualifiers,5582,3492269033,We.are.young,15,2414475.0,False,168638.0,1.0,1507550494
655,New Beginning,35,3931472.0,1594,ProDotA Cup Series,5562,3492217884,Phoenix,12,5006060.0,False,168628.0,1.0,1507548577
656,LYG.Gaming,18,3346336.0,2431,Dota 2 Professional League 2016,4920,3492213134,SC,25,4817847.0,True,168631.0,1.0,1507548391
657,Mum I Need Tangoes!,13,1412659.0,1808,AEF Season 2,5491,3492144481,Yellow Solo Mid Reborn,29,4423784.0,True,168619.0,1.0,1507545560
658,Phoenix,10,5006060.0,1466,ProDotA Cup Series,5562,3492140928,New Beginning,40,3931472.0,True,168628.0,1.0,1507545407
659,Eclipse,51,4425650.0,2474,Dota 2 Professional League 2016,4920,3492123989,Team Waooo,22,4997871.0,False,168621.0,1.0,1507544679
660,Trash Tier Gaming,22,5010475.0,1974,AEF Season 2,5491,3492108930,Nah Bro,37,2267264.0,True,168623.0,1.0,1507544067
661,Trash Tier Gaming,9,5010475.0,1499,AEF Season 2,5491,3492051662,Nah Bro,36,2267264.0,True,168623.0,1.0,1507541490
662,Eclipse,33,4425650.0,2290,Dota 2 Professional League 2016,4920,3492047283,Team Waooo,14,4997871.0,False,168621.0,1.0,1507541251
663,Invictus Gaming,30,5.0,2085,World Cyber Arena 2017 China Qualifiers,5582,3492045536,TEAM MAX,27,3325252.0,False,168620.0,1.0,1507541174
664,Team HighGround,17,3260216.0,1391,ProDotA Cup Series,5562,3492029184,Entity Gaming,25,4369633.0,True,168612.0,1.0,1507540432
665,Mum I Need Tangoes!,45,1412659.0,3802,AEF Season 2,5491,3492020253,Yellow Solo Mid Reborn,49,4423784.0,True,168619.0,1.0,1507540461
666,We.are.young,7,2414475.0,1212,Dota 2 Professional League 2016,4920,3491976733,Newbee.Young,22,1951061.0,True,168610.0,1.0,1507538001
667,Team HighGround,37,3260216.0,1553,ProDotA Cup Series,5562,3491960165,Entity Gaming,17,4369633.0,False,168612.0,1.0,1507537217
668,Newbee.Young,32,1951061.0,2228,Dota 2 Professional League 2016,4920,3491905165,We.are.young,26,2414475.0,False,168610.0,1.0,1507534479
669,We.are.young,36,2414475.0,2952,Dota 2 Professional League 2016,4920,3491804668,ULrica-,28,2022218.0,False,168596.0,1.0,1507528970
670,ULrica-,8,2022218.0,2375,Dota 2 Professional League 2016,4920,3491743352,We.are.young,35,2414475.0,True,168596.0,1.0,1507525285
671,Rocket Scientists,56,4541043.0,4061,ProDotA Cup Series,5562,3491294444,Digital Geniuses,47,2686908.0,False,168480.0,1.0,1507492425
672,Rocket Scientists,53,4541043.0,2822,ProDotA Cup Series,5562,3491208519,Digital Geniuses,34,2686908.0,False,168480.0,1.0,1507488193
673,Team Kinguin,46,5039050.0,2811,WellPlay Invitational by VitalBet,4669,3491074063,PENTA Sports,47,3704482.0,False,168444.0,1.0,1507482611
674,Team Kinguin,28,5039050.0,2380,WellPlay Invitational by VitalBet,4669,3490966974,PENTA Sports,30,3704482.0,False,168416.0,1.0,1507478689
675,Phoenix,17,5006060.0,1595,ProDotA Cup Series,5562,3490797732,Alpha Red,40,5031582.0,True,168361.0,1.0,1507473169
676,Newbee,32,1375614.0,2722,DreamLeague season 7,5336,3490753020,LGD.Forever Young,23,3331948.0,False,168337.0,1.0,1507471819
677,Phoenix,10,5006060.0,1227,ProDotA Cup Series,5562,3490707818,Alpha Red,19,5031582.0,True,168361.0,1.0,1507470497
678,Newbee,23,1375614.0,2120,DreamLeague season 7,5336,3490609573,LGD.Forever Young,6,3331948.0,False,168337.0,1.0,1507467627
679,Genesis,21,4326237.0,2229,ProDotA Cup Series,5562,3490560171,Entity Gaming,41,4369633.0,True,168297.0,1.0,1507466192
680,Vici Gaming,18,726228.0,2723,DreamLeague season 7,5336,3490438362,LGD.Forever Young,27,3331948.0,True,168286.0,1.0,1507462528
681,Genesis,44,4326237.0,3481,ProDotA Cup Series,5562,3490396344,Entity Gaming,31,4369633.0,False,168297.0,1.0,1507461208
682,Invictus Gaming,32,5.0,1787,Dota 2 Professional League 2016,4920,3490327923,iG.Vitality,10,2640025.0,False,168275.0,1.0,1507458982
683,Vici Gaming,20,726228.0,3339,DreamLeague season 7,5336,3490280349,LGD.Forever Young,38,3331948.0,True,168286.0,1.0,1507457424
684,Alpha Red,57,5031582.0,4366,ProDotA Cup Series,5562,3490212301,The Mongolz,52,1276785.0,True,168250.0,1.0,1507455178
685,Invictus Gaming,33,5.0,2386,Dota 2 Professional League 2016,4920,3490210058,iG.Vitality,14,2640025.0,False,168275.0,1.0,1507455108
686,Newbee,17,1375614.0,1686,DreamLeague season 7,5336,3490161533,LGD.Forever Young,20,3331948.0,False,168249.0,1.0,1507453518
687,Vici Gaming,38,726228.0,1719,Dota 2 Professional League 2016,4920,3490111603,LGD-GAMING,9,15.0,False,168244.0,1.0,1507451913
688,The Mongolz,33,1276785.0,3309,ProDotA Cup Series,5562,3490051200,Alpha Red,41,5031582.0,True,168250.0,1.0,1507449994
689,Newbee,37,1375614.0,2412,DreamLeague season 7,5336,3490041303,LGD.Forever Young,15,3331948.0,False,168249.0,1.0,1507449666
690,Vici Gaming,33,726228.0,1538,Dota 2 Professional League 2016,4920,3490018411,LGD-GAMING,13,15.0,False,168244.0,1.0,1507448934
691,Newbee,36,1375614.0,3684,Dota 2 Professional League 2016,4920,3489830543,LGD-GAMING,35,15.0,False,168202.0,1.0,1507442553
692,Newbee,17,1375614.0,1880,Dota 2 Professional League 2016,4920,3489750713,LGD-GAMING,27,15.0,True,168202.0,1.0,1507439389
693,Clavis Aurea,42,4647623.0,2788,ProDotA Cup Series,5562,3489131191, iPlay Gaming,21,3412116.0,False,168094.0,1.0,1507405265
694,Clavis Aurea,28,4647623.0,2483,ProDotA Cup Series,5562,3489037030, iPlay Gaming,64,3412116.0,True,168094.0,1.0,1507401558
695,Spartak Esports,47,4254415.0,3399,Uprise Champions Cup: Special,4127,3488937211,,34,5036468.0,True,168076.0,1.0,1507398110
696,The Brestomans,22,4992601.0,2487,ProDotA Cup Series,5562,3488920424,M19,30,4429098.0,True,167995.0,1.0,1507397558
697,Vici Gaming,35,726228.0,2167,DreamLeague season 7,5336,3488842669,LGD-GAMING,16,15.0,False,167971.0,1.0,1507395010
698,,37,,2776,Uprise Champions Cup: Special,4127,3488799577,Spartak Esports,37,4254415.0,False,0.0,0.0,1507393740
699,,23,,2075,WellPlay Invitational by VitalBet,4669,3488777084,SFTe-SPORTS,36,5011202.0,True,0.0,0.0,1507393162
700,M19,19,4429098.0,2136,ProDotA Cup Series,5562,3488765904,The Brestomans,22,4992601.0,True,167995.0,1.0,1507392775
701,Vici Gaming,18,726228.0,2654,DreamLeague season 7,5336,3488687637,LGD-GAMING,39,15.0,True,167971.0,1.0,1507390524
702,NIHL Players,11,5057105.0,1479,WellPlay Invitational by VitalBet,4669,3488648083,SFTe-SPORTS,26,5011202.0,True,168000.0,1.0,1507389433
703,The Brestomans,19,4992601.0,2101,ProDotA Cup Series,5562,3488634388,M19,26,4429098.0,True,167995.0,1.0,1507389030
704,Vici Gaming,28,726228.0,3180,DreamLeague season 7,5336,3488502804,LGD-GAMING,35,15.0,False,167971.0,1.0,1507385462
705,Team HighGround,24,3260216.0,2586,ProDotA Cup Series,5562,3488497006,Ten Twenty,24,4424013.0,False,167946.0,1.0,1507385316
706,Newbee,20,1375614.0,2781,Dota 2 Professional League 2016,4920,3488358717,TEAM MAX,35,3325252.0,True,167921.0,1.0,1507381588
707,Team HighGround,53,3260216.0,2181,ProDotA Cup Series,5562,3488348822,Ten Twenty,30,4424013.0,False,167946.0,1.0,1507381324
708,LGD.Forever Young,39,3331948.0,3149,DreamLeague season 7,5336,3488313251,LGD-GAMING,18,15.0,False,167916.0,1.0,1507380371
709,Newbee,35,1375614.0,2916,Dota 2 Professional League 2016,4920,3488217880,TEAM MAX,23,3325252.0,False,167921.0,1.0,1507377587
710,Alpha Red,24,5031582.0,1712,ProDotA Cup Series,5562,3488181338,ThePrime.NND,14,3262512.0,False,167898.0,1.0,1507376497
711,LGD-GAMING,14,15.0,2354,DreamLeague season 7,5336,3488169242,LGD.Forever Young,20,3331948.0,True,167916.0,1.0,1507376119
712,CDEC Gaming,14,1520578.0,2268,Dota 2 Professional League 2016,4920,3488104803,VGJ Thunder,28,5027210.0,True,167891.0,1.0,1507374075
713,ThePrime.NND,32,3262512.0,1694,ProDotA Cup Series,5562,3488074053,Alpha Red,10,5031582.0,False,167898.0,1.0,1507373052
714,Newbee,36,1375614.0,2592,DreamLeague season 7,5336,3488033936,Vici Gaming,25,726228.0,False,167851.0,1.0,1507371718
715,VGJ Thunder,29,5027210.0,1891,Dota 2 Professional League 2016,4920,3488014735,CDEC Gaming,14,1520578.0,False,167891.0,1.0,1507371082
716,Vici Gaming,27,726228.0,2117,DreamLeague season 7,5336,3487907478,Newbee,12,1375614.0,False,167851.0,1.0,1507367457
717,Ten Twenty,41,4424013.0,2249,ProDotA Cup Series,5562,3487890765,Genesis,17,4326237.0,False,167849.0,1.0,1507366904
718,TEAM MAX,32,3325252.0,2761,Dota 2 Professional League 2016,4920,3487868031,LGD-GAMING,35,15.0,True,167844.0,1.0,1507366145
719,Vici Gaming,18,726228.0,2415,DreamLeague season 7,5336,3487786170,Newbee,31,1375614.0,True,167851.0,1.0,1507363296
720,Ten Twenty,31,4424013.0,2295,ProDotA Cup Series,5562,3487782128,Genesis,41,4326237.0,True,167849.0,1.0,1507363154
